run_id,preconditioner,tolerance,wall_time_s,residual_norm,relative_residual
1,preconditioner::Jacobi,1e-06,0.008068458177149296,2.882091623408443e-05,8.79438840766172e-07
2,preconditioner::Jacobi,1e-06,0.0011411660816520452,2.882091623408443e-05,8.79438840766172e-07
3,preconditioner::Jacobi,1e-06,0.001016290858387947,2.882091623408443e-05,8.79438840766172e-07
4,preconditioner::Jacobi,1e-06,0.0009023339953273535,2.882091623408443e-05,8.79438840766172e-07
5,preconditioner::Jacobi,1e-06,0.0013015000149607658,2.882091623408443e-05,8.79438840766172e-07
6,preconditioner::Jacobi,1e-06,0.0009174169972538948,2.882091623408443e-05,8.79438840766172e-07
7,preconditioner::Jacobi,1e-06,0.0008526670280843973,2.882091623408443e-05,8.79438840766172e-07
8,preconditioner::Jacobi,1e-06,0.0008284999057650566,2.882091623408443e-05,8.79438840766172e-07
9,preconditioner::Jacobi,1e-06,0.0008087498135864735,2.882091623408443e-05,8.79438840766172e-07
10,preconditioner::Jacobi,1e-06,0.0010197919327765703,2.882091623408443e-05,8.79438840766172e-07
11,preconditioner::Ic,1e-06,0.001270208042114973,2.882091623408443e-05,8.79438840766172e-07
12,preconditioner::Ic,1e-06,0.0007798750884830952,2.882091623408443e-05,8.79438840766172e-07
13,preconditioner::Ic,1e-06,0.0006517500150948763,2.882091623408443e-05,8.79438840766172e-07
14,preconditioner::Ic,1e-06,0.0013302501756697893,2.882091623408443e-05,8.79438840766172e-07
15,preconditioner::Ic,1e-06,0.0007932090666145086,2.882091623408443e-05,8.79438840766172e-07
16,preconditioner::Ic,1e-06,0.000681375153362751,2.882091623408443e-05,8.79438840766172e-07
17,preconditioner::Ic,1e-06,0.0006529579404741526,2.882091623408443e-05,8.79438840766172e-07
18,preconditioner::Ic,1e-06,0.0007095420733094215,2.882091623408443e-05,8.79438840766172e-07
19,preconditioner::Ic,1e-06,0.0009081659372895956,2.882091623408443e-05,8.79438840766172e-07
20,preconditioner::Ic,1e-06,0.000797417014837265,2.882091623408443e-05,8.79438840766172e-07
21,preconditioner::Ilu,1e-06,0.001498999772593379,2.882091623408443e-05,8.79438840766172e-07
22,preconditioner::Ilu,1e-06,0.0011919999960809946,2.882091623408443e-05,8.79438840766172e-07
23,preconditioner::Ilu,1e-06,0.0012669579591602087,2.882091623408443e-05,8.79438840766172e-07
24,preconditioner::Ilu,1e-06,0.001122875139117241,2.882091623408443e-05,8.79438840766172e-07
25,preconditioner::Ilu,1e-06,0.0011327918618917465,2.882091623408443e-05,8.79438840766172e-07
26,preconditioner::Ilu,1e-06,0.0013680830597877502,2.882091623408443e-05,8.79438840766172e-07
27,preconditioner::Ilu,1e-06,0.0011249580420553684,2.882091623408443e-05,8.79438840766172e-07
28,preconditioner::Ilu,1e-06,0.0012436248362064362,2.882091623408443e-05,8.79438840766172e-07
29,preconditioner::Ilu,1e-06,0.0010980418883264065,2.882091623408443e-05,8.79438840766172e-07
30,preconditioner::Ilu,1e-06,0.0012697919737547636,2.882091623408443e-05,8.79438840766172e-07
