run_id,preconditioner,tolerance,wall_time_s,residual_norm,relative_residual
1,preconditioner::Jacobi,1e-06,0.049148499965667725,6.134232874590948e-05,8.777532203306495e-07
2,preconditioner::Jacobi,1e-06,0.0045097090769559145,6.134232874590948e-05,8.777532203306495e-07
3,preconditioner::Jacobi,1e-06,0.004026375012472272,6.134232874590948e-05,8.777532203306495e-07
4,preconditioner::Jacobi,1e-06,0.003866874845698476,6.134232874590948e-05,8.777532203306495e-07
5,preconditioner::Jacobi,1e-06,0.005619332892820239,6.134232874590948e-05,8.777532203306495e-07
6,preconditioner::Jacobi,1e-06,0.00381199992261827,6.134232874590948e-05,8.777532203306495e-07
7,preconditioner::Jacobi,1e-06,0.004317374899983406,6.134232874590948e-05,8.777532203306495e-07
8,preconditioner::Jacobi,1e-06,0.004390000132843852,6.134232874590948e-05,8.777532203306495e-07
9,preconditioner::Jacobi,1e-06,0.003817667020484805,6.134232874590948e-05,8.777532203306495e-07
10,preconditioner::Jacobi,1e-06,0.004167292034253478,6.134232874590948e-05,8.777532203306495e-07
11,preconditioner::Ic,1e-06,0.01629749988205731,6.134232874590948e-05,8.777532203306495e-07
12,preconditioner::Ic,1e-06,0.016438874881714582,6.134232874590948e-05,8.777532203306495e-07
13,preconditioner::Ic,1e-06,0.01549575012177229,6.134232874590948e-05,8.777532203306495e-07
14,preconditioner::Ic,1e-06,0.01621829206123948,6.134232874590948e-05,8.777532203306495e-07
15,preconditioner::Ic,1e-06,0.015738209011033177,6.134232874590948e-05,8.777532203306495e-07
16,preconditioner::Ic,1e-06,0.015583917032927275,6.134232874590948e-05,8.777532203306495e-07
17,preconditioner::Ic,1e-06,0.015494916820898652,6.134232874590948e-05,8.777532203306495e-07
18,preconditioner::Ic,1e-06,0.015903040999546647,6.134232874590948e-05,8.777532203306495e-07
19,preconditioner::Ic,1e-06,0.01723316707648337,6.134232874590948e-05,8.777532203306495e-07
20,preconditioner::Ic,1e-06,0.0177545421756804,6.134232874590948e-05,8.777532203306495e-07
21,preconditioner::Ilu,1e-06,0.029951166128739715,6.134232874590948e-05,8.777532203306495e-07
22,preconditioner::Ilu,1e-06,0.027703375089913607,6.134232874590948e-05,8.777532203306495e-07
23,preconditioner::Ilu,1e-06,0.029096082784235477,6.134232874590948e-05,8.777532203306495e-07
24,preconditioner::Ilu,1e-06,0.029365584021434188,6.134232874590948e-05,8.777532203306495e-07
25,preconditioner::Ilu,1e-06,0.029061750043183565,6.134232874590948e-05,8.777532203306495e-07
26,preconditioner::Ilu,1e-06,0.02811570791527629,6.134232874590948e-05,8.777532203306495e-07
27,preconditioner::Ilu,1e-06,0.027721708174794912,6.134232874590948e-05,8.777532203306495e-07
28,preconditioner::Ilu,1e-06,0.02775341598317027,6.134232874590948e-05,8.777532203306495e-07
29,preconditioner::Ilu,1e-06,0.027923834044486284,6.134232874590948e-05,8.777532203306495e-07
30,preconditioner::Ilu,1e-06,0.029136667028069496,6.134232874590948e-05,8.777532203306495e-07
