run_id,preconditioner,tolerance,wall_time_s,residual_norm,relative_residual
1,preconditioner::Jacobi,1e-06,0.0003825000021606684,5.752423357496439e-06,5.435529157105278e-07
2,preconditioner::Jacobi,1e-06,0.0002187499776482582,5.752423357496439e-06,5.435529157105278e-07
3,preconditioner::Jacobi,1e-06,0.00019112485460937023,5.752423357496439e-06,5.435529157105278e-07
4,preconditioner::Jacobi,1e-06,0.0001610000617802143,5.752423357496439e-06,5.435529157105278e-07
5,preconditioner::Jacobi,1e-06,0.00014641601592302322,5.752423357496439e-06,5.435529157105278e-07
6,preconditioner::Jacobi,1e-06,0.00014691613614559174,5.752423357496439e-06,5.435529157105278e-07
7,preconditioner::Jacobi,1e-06,0.00013762502931058407,5.752423357496439e-06,5.435529157105278e-07
8,preconditioner::Jacobi,1e-06,0.00013649999164044857,5.752423357496439e-06,5.435529157105278e-07
9,preconditioner::Jacobi,1e-06,0.00014016707427799702,5.752423357496439e-06,5.435529157105278e-07
10,preconditioner::Jacobi,1e-06,0.0001307500060647726,5.752423357496439e-06,5.435529157105278e-07
11,preconditioner::Ic,1e-06,0.00025033392012119293,5.752423357496439e-06,5.435529157105278e-07
12,preconditioner::Ic,1e-06,9.895791299641132e-05,5.752423357496439e-06,5.435529157105278e-07
13,preconditioner::Ic,1e-06,0.00013062497600913048,5.752423357496439e-06,5.435529157105278e-07
14,preconditioner::Ic,1e-06,0.00011191610246896744,5.752423357496439e-06,5.435529157105278e-07
15,preconditioner::Ic,1e-06,9.77921299636364e-05,5.752423357496439e-06,5.435529157105278e-07
16,preconditioner::Ic,1e-06,0.00011508306488394737,5.752423357496439e-06,5.435529157105278e-07
17,preconditioner::Ic,1e-06,0.00010370789095759392,5.752423357496439e-06,5.435529157105278e-07
18,preconditioner::Ic,1e-06,0.0001105000264942646,5.752423357496439e-06,5.435529157105278e-07
19,preconditioner::Ic,1e-06,0.0001409579999744892,5.752423357496439e-06,5.435529157105278e-07
20,preconditioner::Ic,1e-06,0.00012733298353850842,5.752423357496439e-06,5.435529157105278e-07
21,preconditioner::Ilu,1e-06,0.0001431661657989025,5.752423357496439e-06,5.435529157105278e-07
22,preconditioner::Ilu,1e-06,0.0001071668229997158,5.752423357496439e-06,5.435529157105278e-07
23,preconditioner::Ilu,1e-06,9.229220449924469e-05,5.752423357496439e-06,5.435529157105278e-07
24,preconditioner::Ilu,1e-06,0.00010783318430185318,5.752423357496439e-06,5.435529157105278e-07
25,preconditioner::Ilu,1e-06,0.00011095800437033176,5.752423357496439e-06,5.435529157105278e-07
26,preconditioner::Ilu,1e-06,9.304098784923553e-05,5.752423357496439e-06,5.435529157105278e-07
27,preconditioner::Ilu,1e-06,8.950009942054749e-05,5.752423357496439e-06,5.435529157105278e-07
28,preconditioner::Ilu,1e-06,8.829194121062756e-05,5.752423357496439e-06,5.435529157105278e-07
29,preconditioner::Ilu,1e-06,9.874999523162842e-05,5.752423357496439e-06,5.435529157105278e-07
30,preconditioner::Ilu,1e-06,0.00010741595178842545,5.752423357496439e-06,5.435529157105278e-07
