run_id,preconditioner,tolerance,wall_time_s,residual_norm,relative_residual
1,preconditioner::Jacobi,1e-06,0.06940612499602139,6.12098631267981e-05,9.741657049337331e-07
2,preconditioner::Jacobi,1e-06,0.0031592079903930426,6.12098631267981e-05,9.741657049337331e-07
3,preconditioner::Jacobi,1e-06,0.003042584052309394,6.12098631267981e-05,9.741657049337331e-07
4,preconditioner::Jacobi,1e-06,0.004437583964318037,6.12098631267981e-05,9.741657049337331e-07
5,preconditioner::Jacobi,1e-06,0.0036145001649856567,6.12098631267981e-05,9.741657049337331e-07
6,preconditioner::Jacobi,1e-06,0.0030832921620458364,6.12098631267981e-05,9.741657049337331e-07
7,preconditioner::Jacobi,1e-06,0.0031002911273390055,6.12098631267981e-05,9.741657049337331e-07
8,preconditioner::Jacobi,1e-06,0.003100916976109147,6.12098631267981e-05,9.741657049337331e-07
9,preconditioner::Jacobi,1e-06,0.0037391248624771833,6.12098631267981e-05,9.741657049337331e-07
10,preconditioner::Jacobi,1e-06,0.0031126250978559256,6.12098631267981e-05,9.741657049337331e-07
11,preconditioner::Ic,1e-06,0.004589249845594168,6.12098631267981e-05,9.741657049337331e-07
12,preconditioner::Ic,1e-06,0.0045180420856922865,6.12098631267981e-05,9.741657049337331e-07
13,preconditioner::Ic,1e-06,0.004481167066842318,6.12098631267981e-05,9.741657049337331e-07
14,preconditioner::Ic,1e-06,0.00454779202118516,6.12098631267981e-05,9.741657049337331e-07
15,preconditioner::Ic,1e-06,0.004433041904121637,6.12098631267981e-05,9.741657049337331e-07
16,preconditioner::Ic,1e-06,0.0045922501012682915,6.12098631267981e-05,9.741657049337331e-07
17,preconditioner::Ic,1e-06,0.004477292066439986,6.12098631267981e-05,9.741657049337331e-07
18,preconditioner::Ic,1e-06,0.0044759169686585665,6.12098631267981e-05,9.741657049337331e-07
19,preconditioner::Ic,1e-06,0.004712958121672273,6.12098631267981e-05,9.741657049337331e-07
20,preconditioner::Ic,1e-06,0.004477916983887553,6.12098631267981e-05,9.741657049337331e-07
21,preconditioner::Ilu,1e-06,0.009054000023752451,6.12098631267981e-05,9.741657049337331e-07
22,preconditioner::Ilu,1e-06,0.00927995890378952,6.12098631267981e-05,9.741657049337331e-07
23,preconditioner::Ilu,1e-06,0.008216041140258312,6.12098631267981e-05,9.741657049337331e-07
24,preconditioner::Ilu,1e-06,0.008327499963343143,6.12098631267981e-05,9.741657049337331e-07
25,preconditioner::Ilu,1e-06,0.008117167046293616,6.12098631267981e-05,9.741657049337331e-07
26,preconditioner::Ilu,1e-06,0.008140499936416745,6.12098631267981e-05,9.741657049337331e-07
27,preconditioner::Ilu,1e-06,0.008471334120258689,6.12098631267981e-05,9.741657049337331e-07
28,preconditioner::Ilu,1e-06,0.008107541128993034,6.12098631267981e-05,9.741657049337331e-07
29,preconditioner::Ilu,1e-06,0.008111665956676006,6.12098631267981e-05,9.741657049337331e-07
30,preconditioner::Ilu,1e-06,0.007915875175967813,6.12098631267981e-05,9.741657049337331e-07
